|Revista|ISSN|Volume|Número|Submissao|Data de Publicação|Titulo|Secçao|DOI|Autor|Afiliação|Citação
925|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-03-07|2020-07-03|Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12581|Filipe Fontes Alves|USF Infesta, ULS de Matosinhos|Alves, F. F., Guedes, F. M., Sousa, J. O., & Abreu, C. M. (2020). Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 266–73. https://doi.org/10.32385/rpmgf.v36i3.12581
926|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-03-07|2020-07-03|Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12581|Filipa Martins Guedes|USF Caravela, ULS de Matosinhos|Alves, F. F., Guedes, F. M., Sousa, J. O., & Abreu, C. M. (2020). Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 266–73. https://doi.org/10.32385/rpmgf.v36i3.12581
927|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-03-07|2020-07-03|Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12581|Joana Oliveira Sousa|USF Maresia, ULS de Matosinhos|Alves, F. F., Guedes, F. M., Sousa, J. O., & Abreu, C. M. (2020). Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 266–73. https://doi.org/10.32385/rpmgf.v36i3.12581
928|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-03-07|2020-07-03|Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12581|Carolina Macedo Abreu|UCSP São Mamede, ULS de Matosinhos|Alves, F. F., Guedes, F. M., Sousa, J. O., & Abreu, C. M. (2020). Flavonoides no controlo sintomático da patologia hemorroidária: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 266–73. https://doi.org/10.32385/rpmgf.v36i3.12581
929|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-10-18|2020-07-03|Suplementação de vitamina D na prevenção de quedas e fraturas em idosos: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12717|Anabela Filipa Barreto da Silva|USF Gualtar|Silva, A. F. B. da, & Barbosa, M. J. (2020). Suplementação de vitamina D na prevenção de quedas e fraturas em idosos: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 275–87. https://doi.org/10.32385/rpmgf.v36i3.12717
930|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-10-18|2020-07-03|Suplementação de vitamina D na prevenção de quedas e fraturas em idosos: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12717|Maria João Barbosa|USF Gualtar|Silva, A. F. B. da, & Barbosa, M. J. (2020). Suplementação de vitamina D na prevenção de quedas e fraturas em idosos: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 275–87. https://doi.org/10.32385/rpmgf.v36i3.12717
931|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|Tiago Maricoto|USF Aveiro-Aradas, ACES Baixo Vouga; Faculdade de Ciências da Saúde, Universidade da Beira Interior|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
932|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|José Pedro Antunes|USF Viva Saúde, ACES do Baixo Vouga|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
933|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|Manuel Rodrigues Pereira|UCSP de Alcochete, ACES Arco Ribeirinho|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
934|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|Susana Corte-Real|USF S. Julião, ACES Lisboa Ocidental e Oeiras|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
935|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|Tiago Taveira-Gomes|Faculdade de Medicina, Universidade do Porto|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
936|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-11-06|2020-07-03|Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2|Revisões|https://doi.org/10.32385/rpmgf.v36i3.12744|João Pedro Nobre|USF Rodrigues Miguéis, ACES Lisboa Norte|Maricoto, T., Pedro Antunes, J., Rodrigues Pereira, M., Corte-Real, S., Taveira-Gomes, T., & Pedro Nobre, J. (2020). Consenso AURORA: risco cardiovascular na pessoa com diabetes mellitus tipo 2. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 289–99. https://doi.org/10.32385/rpmgf.v36i3.12744
937|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-10-04|2020-07-03|Papiloma escamoso do esófago: qual o papel etiológico do vírus do papiloma humano?|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12497|Cláudia Pinho|USF Vale do Vouga, São João da Madeira|Pinho, C., & de Pinho, R. (2020). Papiloma escamoso do esófago: qual o papel etiológico do vírus do papiloma humano?. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 300–4. https://doi.org/10.32385/rpmgf.v36i3.12497
938|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-10-04|2020-07-03|Papiloma escamoso do esófago: qual o papel etiológico do vírus do papiloma humano?|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12497|Rosa de Pinho|USF Vale do Vouga, São João da Madeira|Pinho, C., & de Pinho, R. (2020). Papiloma escamoso do esófago: qual o papel etiológico do vírus do papiloma humano?. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 300–4. https://doi.org/10.32385/rpmgf.v36i3.12497
939|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-10-26|2020-07-03|Hidradenite supurativa: relato de caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12514|Ana da Costa Cardoso|ARS Algarve, ACES-Central, USF Lauroé|Cardoso, A. da C., & Carneiro, A. C. (2020). Hidradenite supurativa: relato de caso. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 305–10. https://doi.org/10.32385/rpmgf.v36i3.12514
940|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-10-26|2020-07-03|Hidradenite supurativa: relato de caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12514|Ana Cláudia Carneiro|ARS Algarve, ACES-Central, USF Lauroé|Cardoso, A. da C., & Carneiro, A. C. (2020). Hidradenite supurativa: relato de caso. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 305–10. https://doi.org/10.32385/rpmgf.v36i3.12514
941|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-02|2020-07-03|Disreflexia autonómica: um desafio diagnóstico|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12539|Carolina Martins Moreira|Centro Hospitalar e Universitário do Porto|Moreira, C. M., Vouga, L. A., & Andrade, M. J. (2020). Disreflexia autonómica: um desafio diagnóstico. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 311–5. https://doi.org/10.32385/rpmgf.v36i3.12539
942|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-02|2020-07-03|Disreflexia autonómica: um desafio diagnóstico|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12539|Luis Afonso Vouga|Centro Hospitalar e Universitário do Porto|Moreira, C. M., Vouga, L. A., & Andrade, M. J. (2020). Disreflexia autonómica: um desafio diagnóstico. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 311–5. https://doi.org/10.32385/rpmgf.v36i3.12539
943|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-02|2020-07-03|Disreflexia autonómica: um desafio diagnóstico|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12539|Maria João Andrade|Centro Hospitalar e Universitário do Porto|Moreira, C. M., Vouga, L. A., & Andrade, M. J. (2020). Disreflexia autonómica: um desafio diagnóstico. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 311–5. https://doi.org/10.32385/rpmgf.v36i3.12539
944|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-18|2020-07-03|Síndroma do túnel cárpico ulcero-mutilante: relato de um caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12550|Inês Torrinha Leão|USF Vale do Vez, ULSAM|Leão, I. T., Kiessling, D., & Ferreira, F. (2020). Síndroma do túnel cárpico ulcero-mutilante: relato de um caso. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 316–20. https://doi.org/10.32385/rpmgf.v36i3.12550
945|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-18|2020-07-03|Síndroma do túnel cárpico ulcero-mutilante: relato de um caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12550|Daniel Kiessling|USF Vale do Vez, ULSAM|Leão, I. T., Kiessling, D., & Ferreira, F. (2020). Síndroma do túnel cárpico ulcero-mutilante: relato de um caso. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 316–20. https://doi.org/10.32385/rpmgf.v36i3.12550
946|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2018-12-18|2020-07-03|Síndroma do túnel cárpico ulcero-mutilante: relato de um caso|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12550|Fabíola Ferreira|USF Vale do Vez, ULSAM|Leão, I. T., Kiessling, D., & Ferreira, F. (2020). Síndroma do túnel cárpico ulcero-mutilante: relato de um caso. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 316–20. https://doi.org/10.32385/rpmgf.v36i3.12550
947|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-01-15|2020-07-03|"Quando o ""mal"" afinal não é mau!"|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12565|Tânia Rebelo||"Rebelo, T., Fiúza, J., & Mendes, Álvaro. (2020). Quando o ""mal"" afinal não é mau!. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 321–6. https://doi.org/10.32385/rpmgf.v36i3.12565"
948|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-01-15|2020-07-03|"Quando o ""mal"" afinal não é mau!"|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12565|Tânia Rebelo||"Rebelo, T., Fiúza, J., & Mendes, Álvaro. (2020). Quando o ""mal"" afinal não é mau!. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 321–6. https://doi.org/10.32385/rpmgf.v36i3.12565"
949|Vol. 36 N.º 3 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|3|2019-01-15|2020-07-03|"Quando o ""mal"" afinal não é mau!"|Relatos de Casos|https://doi.org/10.32385/rpmgf.v36i3.12565|Tânia Rebelo||"Rebelo, T., Fiúza, J., & Mendes, Álvaro. (2020). Quando o ""mal"" afinal não é mau!. Revista Portuguesa De Medicina Geral E Familiar, 36(3), 321–6. https://doi.org/10.32385/rpmgf.v36i3.12565"
950|Vol. 36 (2020): Suplemento 4|2182-5181|36|Não disponivel|2019-10-08|2020-05-28|Livro Resumos 23ºCNMGF 18ºENIJMF 2019 Evora|Resumos de Congressos|https://doi.org/10.32385/rpmgf.v36i0.12708|Tânia Rebelo||APMGF Associação Portuguesa de Medicina Geral e Familiar, A. (2020). Livro Resumos 23ºCNMGF 18ºENIJMF 2019 Evora. Revista Portuguesa De Medicina Geral E Familiar, 36. https://doi.org/10.32385/rpmgf.v36i0.12708
951|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2020-04-08|2020-04-29|O médico de família e o Covid-19|Editorial|https://doi.org/10.32385/rpmgf.v36i2.12835|Tânia Rebelo||Santos, P. (2020). O médico de família e o Covid-19. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 100–2. https://doi.org/10.32385/rpmgf.v36i2.12835
952|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-04-24|2020-04-29|Medication adherence in type 2 diabetes mellitus patients: a cross-sectional study|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12395|Joana Filipa Ferreira Vieira|Faculdade de Medicina da Universidade do Porto|Vieira, J. F. F., & Santos, P. (2020). Medication adherence in type 2 diabetes mellitus patients: a cross-sectional study. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 104–12. https://doi.org/10.32385/rpmgf.v36i2.12395
953|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-04-24|2020-04-29|Medication adherence in type 2 diabetes mellitus patients: a cross-sectional study|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12395|Paulo Santos|"MEDCIDS, Faculdade de Medicina da Universidade do Porto
CINTESIS, Centro de Investigação em Tecnologias e Serviços de Saúde, Universidade do Porto"|Vieira, J. F. F., & Santos, P. (2020). Medication adherence in type 2 diabetes mellitus patients: a cross-sectional study. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 104–12. https://doi.org/10.32385/rpmgf.v36i2.12395
954|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-07-26|2020-04-29|A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12455|Inês Dinis|"Universidade Fernando Pessoa
Agrupamento de Escolas da Sé, Guarda"|Dinis, I., Maia, F., Meneses, R. F., & Sousa, R. (2020). A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 114–25. https://doi.org/10.32385/rpmgf.v36i2.12455
955|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-07-26|2020-04-29|A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12455|Fátima Maia|Universidade Fernando Pessoa (FCS/ESS)|Dinis, I., Maia, F., Meneses, R. F., & Sousa, R. (2020). A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 114–25. https://doi.org/10.32385/rpmgf.v36i2.12455
956|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-07-26|2020-04-29|A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12455|Rute F. Meneses|Universidade Fernando Pessoa (FCHS/CTEC/FP-B2S/HE)|Dinis, I., Maia, F., Meneses, R. F., & Sousa, R. (2020). A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 114–25. https://doi.org/10.32385/rpmgf.v36i2.12455
957|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-07-26|2020-04-29|A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem|Investigação Original|https://doi.org/10.32385/rpmgf.v36i2.12455|Rafael Sousa|USF Infante D. Henrique|Dinis, I., Maia, F., Meneses, R. F., & Sousa, R. (2020). A perspetiva dos médicos de família Portugueses quanto à referenciação de crianças com problemas de comunicação e linguagem. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 114–25. https://doi.org/10.32385/rpmgf.v36i2.12455
958|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-12-07|2020-04-29|A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12545|Paulo Diogo Terroso Mesquita Oliveira|ACeS Almada/Seixal - USF Servir Saúde|Oliveira, P. D. T. M., Reis, J. E. F., Reis, M. A. S., Ferreira, S. M. S., & Candelária, A. L. A. (2020). A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 126–34. https://doi.org/10.32385/rpmgf.v36i2.12545
959|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-12-07|2020-04-29|A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12545|Joana Estrela Felicio Reis|ACeS Almada/Seixal - USF Servir Saúde|Oliveira, P. D. T. M., Reis, J. E. F., Reis, M. A. S., Ferreira, S. M. S., & Candelária, A. L. A. (2020). A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 126–34. https://doi.org/10.32385/rpmgf.v36i2.12545
960|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-12-07|2020-04-29|A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12545|Marisa Alexandra Sousa Reis|ACeS Almada/Seixal - USF Servir Saúde|Oliveira, P. D. T. M., Reis, J. E. F., Reis, M. A. S., Ferreira, S. M. S., & Candelária, A. L. A. (2020). A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 126–34. https://doi.org/10.32385/rpmgf.v36i2.12545
961|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-12-07|2020-04-29|A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12545|Sara Maria Santos Ferreira|ACeS Almada/Seixal - USF Servir Saúde|Oliveira, P. D. T. M., Reis, J. E. F., Reis, M. A. S., Ferreira, S. M. S., & Candelária, A. L. A. (2020). A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 126–34. https://doi.org/10.32385/rpmgf.v36i2.12545
962|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2018-12-07|2020-04-29|A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12545|André Lopes Albergaria Candelária|ACeS Almada/Seixal - USF Poente|Oliveira, P. D. T. M., Reis, J. E. F., Reis, M. A. S., Ferreira, S. M. S., & Candelária, A. L. A. (2020). A dieta com restrição de FODMAP reduz os sintomas na síndroma do intestino irritável? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 126–34. https://doi.org/10.32385/rpmgf.v36i2.12545
963|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-12|2020-04-29|Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12598|Leonor Grijo|USF Espaço Saúde - ACeS Porto Ocidental|Grijo, L., Cardoso, S., & Beirão, L. (2020). Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 135–43. https://doi.org/10.32385/rpmgf.v36i2.12598
964|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-12|2020-04-29|Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12598|Sofia Cardoso|USF Maresia - ULS Matosinhos|Grijo, L., Cardoso, S., & Beirão, L. (2020). Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 135–43. https://doi.org/10.32385/rpmgf.v36i2.12598
965|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-12|2020-04-29|Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12598|Liliana Beirão|USF Espaço Saúde - ACeS Porto Ocidental|Grijo, L., Cardoso, S., & Beirão, L. (2020). Qual o papel dos inibidores da 5α-redutase no tratamento da alopecia androgenética? Uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 135–43. https://doi.org/10.32385/rpmgf.v36i2.12598
966|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-25|2020-04-29|Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12604|Ana Inês Vasques Martins|MEDCIDS - Departamento de Medicina da Comunidade, Informação e Decisão em Saúde|Martins, A. I. V., Vasques, S. M., & Santos, P. (2020). Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 144–52. https://doi.org/10.32385/rpmgf.v36i2.12604
967|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-25|2020-04-29|Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12604|Susana Maria Vasques|Unidade de Saúde Familiar de Ermesinde, AceS Maia/Valongo|Martins, A. I. V., Vasques, S. M., & Santos, P. (2020). Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 144–52. https://doi.org/10.32385/rpmgf.v36i2.12604
968|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-04-25|2020-04-29|Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12604|Paulo Santos|"MEDCIDS - Departamento de Medicina da Comunidade, Informação e Decisão em Saúde
CINTESIS - Centro de Investigação em Tecnologias e Serviços de Saúde"|Martins, A. I. V., Vasques, S. M., & Santos, P. (2020). Family determinants as a risk factor for chronic obstructive pulmonary disease: a systematic review. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 144–52. https://doi.org/10.32385/rpmgf.v36i2.12604
969|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-05-31|2020-04-29|Cronoterapia dos fármacos anti-hipertensores: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12620|Ângela Oliveira Mendes||Mendes, Ângela O., & Pinheiro, F. O. (2020). Cronoterapia dos fármacos anti-hipertensores: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 153–68. https://doi.org/10.32385/rpmgf.v36i2.12620
970|Vol. 36 N.º 2 (2020): Revista Portuguesa de Medicina Geral e Familiar|2182-5181|36|2|2019-05-31|2020-04-29|Cronoterapia dos fármacos anti-hipertensores: uma revisão baseada na evidência|Revisões|https://doi.org/10.32385/rpmgf.v36i2.12620|Ângela Oliveira Mendes||Mendes, Ângela O., & Pinheiro, F. O. (2020). Cronoterapia dos fármacos anti-hipertensores: uma revisão baseada na evidência. Revista Portuguesa De Medicina Geral E Familiar, 36(2), 153–68. https://doi.org/10.32385/rpmgf.v36i2.12620
